"id","day","previous_deaths","new_deaths","previous_cases","new_cases","daily_AQI"
1079,8,0,0,0,0,NA
1079,15,0,0,0,0,NA
1079,22,0,0,0,0,NA
1079,29,0,0,0,0,NA
1079,36,0,0,0,0,NA
1079,43,0,0,0,0,NA
1079,50,0,0,0,0,NA
1079,57,0,0,0,0,NA
1079,64,0,0,3,3,NA
1079,71,0,0,3,5,NA
1079,78,0,0,8,0,NA
1079,85,0,0,8,4,NA
1079,92,0,0,12,0,NA
1079,99,0,0,12,5,NA
1079,106,0,0,19,9,NA
1079,113,0,0,28,9,NA
1079,120,0,0,38,11,NA
1079,127,0,0,46,5,NA
1081,1,0,0,0,0,NA
1081,8,0,0,0,0,NA
1081,15,0,0,0,0,NA
1081,22,0,0,0,0,NA
1081,29,0,0,0,0,NA
1081,36,0,0,0,0,NA
1081,43,0,0,0,0,NA
1081,50,0,0,0,8,NA
1081,57,0,0,10,32,NA
1081,64,0,2,47,41,NA
1081,71,2,3,91,67,NA
